"Title","Author","Price","Genre","Stock","Status","Condition","Format","Special Feature","Synopsis","ISBN","Publisher"
"Heart Full of Headstones, A","Rankin, Ian","89.0","Fiction / Action & Adventure / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural / Fiction / Mystery & Detective / Private Investigators / Fiction / Thrillers / Suspense / Fiction / Thrillers / General / Fiction / Thrillers / Crime / Fiction / Thrillers / Legal / Fiction / Thrillers / Political / Law / Criminal Procedure / Medical / Physiology / Political Science / Law Enforcement / Political Science / Political Process / General","","","","","","THE BRAND NEW REBUS THRILLER FROM THE ICONIC NUMBER ONE BESTSELLER. ONE OF THE MUST-READ NOVELS OF THE YEAR. 'I loved it - Rebus is one of fiction's greatest creations' MARIAN KEYES John Rebus stands accused: the once legendary detective is on trial, facing the rest of his life behind bars. How does a hero turn villain? Or have times changed, and the rules with them? Detective Inspector Siobhan Clarke tackles Edinburgh's most explosive case in years, as a corrupt cop harbouring huge secrets goes missing. But is her loyalty to the police or the public? And who can she trust when nobody is truly innocent - including her former mentor Rebus - and a killer walks among them? As the time comes to choose sides, it becomes clear: after a lifetime of lies, the truth will break your heart... * * * * * PRAISE FOR A HEART FULL OF HEADSTONES: 'I loved it hugely! Rebus is one of fiction's greatest creations.' MARIAN KEYES 'Phenomenal ... The ending is going to floor readers. Everyone is going to be talking about this!' MICK HERRON 'Magnificent - beautifully written, clever - and what an ending!' KATE MOSSE 'Peerless. Immaculately crafted, gripping, intricately textured. By turns wry, brutal, unflinching, heart-filled.' SARAH VAUGHAN 'The standout novel from one of the great storytellers of our generation ... The kind of ending you won't ever forget.' CHRIS WHITAKER * * * * * PRAISE FOR THE ICONIC NUMBER ONE BESTSELLER IAN RANKIN: 'Ian Rankin is a genius' LEE CHILD 'Rebus is one of British crime writing's greatest characters: alongside Holmes, Poirot and Morse' DAILY MAIL 'Whatever he writes, it will be worth reading ... Rankin has redefined the genre' GUARDIAN 'The arrival of a Rankin novel remains one of life's pleasures' EXPRESS 'Rankin is a phenomenon' SPECTATOR 'Worthy of Agatha Christie at her best' SCOTSMAN 'The king of crime fiction' SUNDAY EXPRESS 'Great fiction, full stop' THE TIMES **** Ian Rankin's A HEART FULL OF HEADSTONES was a Sunday Times bestseller w/c 10th October 2022 and w/c 1st May 2023","'9781398709386","Orion Publishing Group, Limited"
"Murder Bag, The","Parsons, Tony","120.0","Fiction / Crime","","","","","","________________________ The gripping first novel in the DC Max Wolfe crime series by Tony Parsons, bestselling author of Man and Boy. Like Ian Rankin or Peter James? You'll love this. Twenty years ago, seven rich, privileged students became friends at their exclusive private school, Potter's Field. Now, they're being murdered one by one, in the most violent way imaginable. Detective Max Wolfe has recently arrived in the Homicide division of London's West End Central, 27 Savile Row. Soon he is following the bloody trail from the backstreets and bright lights of the city, to the darkest corners of the internet and all the way to the corridors of power. As the bodies pile up, Max finds the killer's reach getting closer to everything - and everyone - he loves. Soon he is fighting not only for justice, but for his own life...","'9780099591054","National Geographic Books"
"Bandit Country","Reid, Jamie","99.0","Social Science / Sociology / General / True Crime / General","","","","","","A gripping, atmospheric true-crime epic, for fans of Peaky Blinders and Get Carter. . .","'9781789465501","John Blake Publishing, Limited"
"Breaking Creed","Kava, Alex|(author), Alex Kava","130.0","Fiction / Mystery & Detective / General / Fiction / Thrillers / Suspense / Fiction / Thrillers / General / Fiction / Thrillers / Crime / Fiction / Urban & Street Lit / Fiction / Crime","","","","","","Ryder Creed and his dogs have been making national headlines after intercepting several major drug stashes being smuggled through Atlanta's airport. But their newfound celebrity has also garnered some unwanted attention. When Creed and one of his dogs are called in to search a commercial fishing vessel, they discover a secret compartment. But the Colombian cartels' latest shipment isn't drugs. This time, its cargo is human. To make matters worse, Creed helps one of the cartel's drug mules escape - a fourteen-year-old girl who reminds him of his younger sister who disappeared fifteen years ago. Meanwhile, FBI agent Maggie O'Dell is investigating a series of murders - the victims tortured, killed, and dumped in the Potomac River. Maggie suspects they are the work of a cunning and brutal assassin. But by the time she uncovers a hit list with Creed's name on it, it might be too late...","'9780751555813","Little, Brown Book Group Limited"
"No Mortal Thing","Seymour, Gerald","120.0","Fiction / Thrillers / Suspense / Fiction / Thrillers / General / Fiction / Crime","","","","","","Two young men - Jago and Marcantonio - both studying business and finance: Jago is a kid from a rough part of London who has worked hard to get a job in a bank and is now on a fast-track secondment to the Berlin office. Marcantonio is one of the new generation in the 'Ndrangheta crime families from Calabria, Southern Italy. He is in Germany to learn how to channel their illicit millions towards legitimate businesses all over Europe. When Jago witnesses Marcantonio commit a vicious assault and the police seem uninterested, the Englishman refuses to let the matter drop. But by pursuing the gangster to his grandfather's mountain lair, Jago is stepping into the middle of a delicate surveillance operation, which sets alarm bells ringing in Rome, London and Berlin. It also leads him to Consolata, a young woman who sees in Jago the chance to turn her non-violent protest campaign against the crime families into something altogether more lethal... NO MORTAL THING is novel of relentless power and mounting suspense, a brilliant portrayal of organised crime in Europe and the under-resourced men and women who fight it.","'9781444758658","Hodder & Stoughton"
"Secret Army","Muchamore, Robert","79.0","Fiction / General","","","","","","Henderson's boys, part of a secret army of intelligence agents, have to parachute into enemy territory, travel cross-country, and outsmart a bunch of adults in order to achieve their objective.","'9780340956502","Hachette Children's"
"Gone","Grant, Michael","180.0","Juvenile Fiction / Action & Adventure / General / Juvenile Fiction / Action & Adventure / Survival Stories / Juvenile Fiction / Fantasy & Magic / Juvenile Fiction / Social Themes / Values & Virtues / Juvenile Fiction / Science Fiction / General / Juvenile Fiction / Paranormal, Occult & Supernatural","","","","","","'One minute, the teacher was there, the next, he was gone. There. Gone.' In the blink of an eye all the adults disappear in a small town in southern California and no one knows why. First a car crash; a house up in flames; then a complete communication meltdownaSuddenly cut off from the outside world, those that are left are trapped, and there's no help on the way. They must do all they can to survive. Chaos rules the streets. Gangs begin to form. Sides are chosen - strong or weak. Cruel or humane. A new world order is rising, and, even scarier, some survivors have power - power that no one has ever seen beforea","'9781405242356","Egmont"
"It's a World Without Adults, and Normal Has Crashed and Burned...","Grant, Michael","160.0","","","","","","","","'9780603572371","Electric Monkey"
"Dark Remains, The","Rankin, Ian|McIlvanney, William","100.0","","","","","","","","'9781838858810",""
"Final Minute, The","Kernick, Simon","120.0","Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Hard-Boiled / Fiction / Mystery & Detective / Police Procedural / Fiction / Thrillers / Suspense / Fiction / Thrillers / Crime / Fiction / Crime","","","","","","Featuring Simon Kernick's maverick detective, TINA BOYD, this is the gripping new race-against-time thriller by the best-selling author of Relentless, The Last 10 Seconds and Stay Alive. 'It's night, and I'm in a strange house. The lights are on, and and I'm standing outside a half-open door. Feeling a terrible sense of forboding, I walk slowly inside. And then I see her. A woman lying sprawled across a huge double bed. She's dead. There's blood everywhere. And the most terrifying thing of all is that I think her killer might be me .' A traumatic car-crash. A man with no memory, haunted by nightmares. When the past comes calling in the most terrifying way imaginable, Matt Barron is forced to turn to the one person who can help. Ex Met cop, turned private detective, Tina Boyd. Soon they are both on the run ...","'9780099579137","Arrow Books"
"Not Dark Yet","Robinson, Peter","130.0","Fiction / Thrillers / Crime","","","","","","***THE SUNDAY TIMES BESTSELLER*** Murder is only the beginning for Banks and his team . . . The gruesome double murder at an Eastvale property developer's luxury home should be an open and shut case for Superintendent Banks and his team of detectives. There's a clear link to the notoriously vicious Albanian mafia, men who left the country suspiciously soon after the death. Then they find a cache of spy-cam videos hidden in the house - and Annie and Gerry's investigation pivots to the rape of a young girl that could cast the murders in an entirely different light. Banks's friend Zelda, increasingly uncertain of her future in Britain's hostile environment, thinks she will be safer in Moldova hunting the men who abducted, raped and enslaved her than she is Yorkshire or London. Her search takes her back to the orphanage where it all began - but by stirring up the murky waters of the past, Zelda is putting herself in greater danger than any she's seen before. And as the threat escalates, so does the danger for Banks and those who love Zelda . . . 'The master of the police procedural' Mail on Sunday 'The Alan Banks mystery-suspense novels are the best series on the market. Try one and tell me I'm wrong' Stephen King","'9781529343083","Hodder And Stoughton Limited"
"Careless Love","Robinson, Peter","89.0","Fiction","","","","","","The twenty-fifth instalment of the Number One Bestselling DCI Banks series 'The master of the police procedural' Mail on Sunday 'Robinson is prolific, but with each book he manages to ring the changes' Guardian ***** The body of a young local student is found on a lonely country road. Initially the evidence points to suicide, yet she didn't own a car and she didn't even drive. So how did she get there, where did she die and who moved her? Meanwhile, a man in his sixties is found dead in a gully up on the nearby wild moorland. He is carrying no identification. The post-mortem indicates that he died from injuries sustained during the fall, but what was he doing up there? And why are there no signs of a car in the vicinity? As the trail gets colder, Annie's father's new partner, Zelda, alerts Banks and Annie to the return of an old and dangerous enemy in a new guise. This is someone who will stop at nothing, not even murder, to get what he wants.","'9781444786958","Hodder & Stoughton"
"Cold Is the Grave","Robinson, Peter","79.0","Fiction / General / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural / Fiction / Thrillers / Crime / Fiction / Crime","","","","","","Detective Chief Inspector Alan Banks has reached a turning point. With his wife now living with another man in London and his career in the doldrums thanks to Chief Constable Riddle, it is time to ring the changes. Perhaps a move to the National Crime Squad? Perhaps a second chance with Sandra? But then late one night he is summoned to Riddle's house - and his plans take a surprising new turn. For the Chief Constable's 16-year-old daughter Emily has run away and for once Riddle wants Banks to use his unorthodox methods to find her without fuss.","'9781509810765","Pan Macmillan"
"Dead Man's Time","James, Peter","120.0","Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural / Fiction / Crime","","","","","","A vicious robbery at a secluded Brighton mansion leaves its elderly occupant dying, and millions taken in valuables. But, as Detective Superintendent Roy Grace, heading the enquiry, rapidly learns, there is one item, of priceless sentimental value, that her powerful family care about, above all else. And they are fully prepared to take the law into their own hands, and do anything, absolutely anything, to get it back. Within days, Grace finds himself following a murderous race against the clock that leads him from the shady antiques world of Brighton, across Europe and back in time to the New York waterfront gang struggles of 1922, chasing a killer driven by the power of one man's greed and another man's fury.","'9781447203179","Pan Books"
"Fox, The","Forsyth, Frederick","130.0","Fiction / Thrillers / Espionage / Fiction / Thrillers / Suspense / Fiction / Thrillers / General / Fiction / Thrillers / Terrorism","","","","","","Former chief of the British Secret Intelligence Service Adrian Weston is awoken in the middle of the night by a phone call from the prime minister. Her news is shocking: the Pentagon, the NSA, and the CIA have been hacked simultaneously, their seemingly impenetrable firewalls breached by an unknown enemy known only as ""The Fox"". Even more surprisingly, the culprit is revealed to be a young British teenager, Luke Jennings. He has no agenda, no secrets, just a blisteringly brilliant mind. Extradition to the US seems likely - until Weston has another idea: If Luke can do this to us, what can he do to our enemies?","'9780552175784","Transworld Publishers Limited"
"Theodore Boone","Grisham, John","120.0","Lawyers","","","","","","THEODORE BOONE is thirteen and wants nothing more than to swap homeroom for the courtroom; he lives for big trials. Now the biggest murder case in his city's history is set to begin. In the packed court, a husband awaits trial for his wife's murder. Is he a dangerous criminal or an innocent victim? The case takes a sinister twist when Theo uncovers a surprise witness with his own problems to hide. But Theodore is sworn to secrecy and time is running out. Can Theo find a way to bring the killer to justice . . . or will a guilty man get away with murder? Brimming with the intrigue and suspense that made John Grisham a number one international bestseller and the undisputed master of the legal thriller, Theodore Boone will keep readers guessing and pages turning.","'9781444714500","Hodder & Stoughton"
"Robert Ludlum's the Geneva Strategy","Ludlum, Robert|Freveletti, Jamie","89.0","Fiction / Action & Adventure / Fiction / Thrillers / Espionage / Fiction / Thrillers / Suspense / Fiction / Thrillers / General","","","","","","One evening in Washington, DC, several high-ranking members of government disappear in a mass kidnapping. Among the kidnapped is Nick Rendel, a computer software coding expert in charge of drone programming and strategy. He is the victim with the most dangerous knowledge, including confidential passwords and codes that are used to program the drones. If revealed, his kidnappers could reprogram the drones to strike targets within the United States. Jon Smith and the Covert-One team begin a worldwide search to recover the officials, but as the first kidnapping victims are rescued, they show disturbing signs of brainwashing or mind-altering drugs. Smith's investigation leads him to Fort Detrick, where a researcher, Dr Laura Taylor, had been attempting to create a drug to wipe memory from soldiers suffering from post-traumatic stress syndrome. But Dr Taylor's research was suspended almost a year ago, when she was placed in a mental institution. Now, if Smith doesn't figure out the brainwashing drug, and track down the kidnapped Nick Rendel, the kidnappers will soon have the power to carry out drone strikes anywhere in the world...","'9781409149330","Orion Publishing Group, Limited"
"Silver Blade, The","Gardner, Sally","85.0","Fiction / Historical / General / Juvenile Fiction / Historical / General / Juvenile Fiction / Fantasy & Magic","","","","","","With Sido safely in England and the Terror at its height, Yann returns to France to smuggle out aristocratic refugees who will otherwise face the guillotine. But when Sido is kidnapped, he must use all his strength and courage to outwit the evil Count Kalliovski, and rescue her for a second time. Age 9+.","'9781842557150","Orion Children's"
"Confession, The","Grisham, John","50.0","Fiction / General / Fiction / Mystery & Detective / General / Fiction / Thrillers / Suspense / Fiction / Thrillers / General / Fiction / Thrillers / Crime / Fiction / Thrillers / Legal / Fiction / Thrillers / Political / Fiction / Legal / Fiction / Crime","","","","","","_______________________________________ An innocent man is days from execution. Only a guilty man can save him. Travis Boyette is a murderer. In 1998, in the small East Texas city of Sloan, he abducted, raped, and strangled a popular high-school cheerleader. He buried her body where it would never be found, then watched and waited as police and prosecutors arrested Donte Drumm, a black local football star with no connection to the crime. Tried, convicted and sentenced, Drumm was sent to death row. Nine years later, Donte Drumm is four days from execution. Over 400 miles away in Kansas, Travis also faecs death, suffering from an inoperable brain tumour. At long last, he decides to do what's right. After years of silence, he is ready to confess. But the law doesn't want to hear it. As far as they're concerned, they've got their man. So how can a guilty man convince lawyers, judges and politicians that the man they're about to execute is innocent? _______________________________________ 'A master at the art of deft characterisation and the skilful delivery of hair-raising crescendos' - Irish Independent 'John Grisham is the master of legal fiction' - Jodi Picoult 'The best thriller writer alive' - Ken Follett 'John Grisham has perfected the art of cooking up convincing, fast-paced thrillers' - Telegraph 'Grisham is a superb, instinctive storyteller' - The Times 'Grisham's storytelling genius reminds us that when it comes to legal drama, the master is in a league of his own.' - Daily Record 'Masterful - when Grisham gets in the courtroom he lets rip, drawing scenes so real they're not just alive, they're pulsating' - Mirror 'A giant of the thriller genre' - TimeOut","'9780099545798","Arrow"
"Lunatic Cafe, The","Hamilton, Laurell K.","25.0","Blake, Anita (Fictitious character)","","","","","","You don't volunteer for slugfests with vampires. It shortens your life expectancy. And you don't fall in love with a werewolf. It interferes with your work. Especially when you're a preternatural expert, like me. My business brings me up close and personal with all shapes and sizes of monsters. And not all of them want to kill me.Take, for instance, the local pack of lycanthropes - they're werewolves to you. A number of them are missing, and they've come to me for help. Maybe because I'm dating the leader of the pack. I've survived a lot - from jealous vampires to killer zombies - but this love thing may kill me yet.","'9781841490496","Orbit"
"Thief of Time, A","Hillerman, Tony","75.0","Fiction / Cultural Heritage","","","","","","Don't miss the TV series, Dark Winds, based on the Leaphorn, Chee, & Manuelito novels, now on AMC and AMC+!  ""All of Tony Hillerman's Navajo tribal police novels have been brilliant, but A Thief of Time is flat-out marvelous.""--USA Today From New York Times bestselling author Tony Hillerman, A Thief of Time is the eighth novel featuring Lieutenant Joe Leaphorn and Officer Jim Chee as they find themselves in hot pursuit of a depraved killer. At a moonlit Indian ruin where ""thieves of time"" ravage sacred ground in the name of profit, a noted anthropologist vanishes while on the verge of making a startling, history-altering discovery. Amid stolen goods and desecrated bones, two corpses are discovered, shot by bullets fitting the gun of the missing scientist. There are modern mysteries buried in despoiled ancient places, and Navajo Tribal Policemen Leaphorn and Chee must plunge into the past to unearth an astonishing truth and a cold-hearted killer. In his breakout novel, Hillerman paints a stunning portrait of the psychology of murder--and offers a heart-rending example of love and forgiveness.","'9780061000041","HarperCollins"
"Dead in the Family","Harris, Charlaine","99.0","Fiction / Fantasy / General / Fiction / Mystery & Detective / Women Sleuths / Fiction / Occult & Supernatural / Fiction / Romance / Paranormal / General / Fiction / Southern","","","","","","If you think your family relationships are complicated, think again: you haven't seen anything like the ones in Bon Temps, Louisiana. Sookie Stackhouse is dealing with a whole host of family problems, ranging from her own kin (a non-human fairy and a telepathic second cousin) demanding a place in her life, to her lover Eric's vampire sire, an ancient being, who arrives with Eric's 'brother' in tow at a most inopportune moment. And Sookie's tracking down a distant relation of her ailing neighbour (and ex), Vampire Bill Compton. In addition to the multitude of family issues complicating her life, the werewolf pack of Shreveport has asked Sookie for a special favour, and since Sookie is an obliging young woman, she agrees. But this favour for the wolves has dire results for Sookie, who is still recovering from the trauma of her abduction during the Fairy War.","'9780575089327","Gollancz"
"Family of Liars","Lockhart, E.","230.0","Young Adult Fiction / Thrillers & Suspense / Psychological","","","","","","The thrilling prequel to the TikTok phenomenon and #1 New York Times bestseller We Were Liars takes readers back to the story of another summer, another generation, and the secrets that will haunt them for decades to come. A windswept private island off the coast of Massachusetts. The thrilling prequel to the TikTok phenomenon and #1 New York Times bestseller We Were Liars takes readers back to the story of another summer, another generation, and the secrets that will haunt them for decades to come. A windswept private island off the coast of Massachusetts. A hungry ocean, churning with secrets and sorrow. A fiery, addicted heiress. An irresistible, unpredictable boy. A summer of unforgivable betrayal and terrible mistakes. Welcome back to the Sinclair family. They were always liars.","'9781471412271","Hot Key Books"
"Girl on the Train, The","Hawkins, Paula","270.0","Fiction / Thrillers / General","","","","","","THE NUMBER ONE BESTSELLER. YOU DON'T KNOW HER. BUT SHE KNOWS YOU. Rear Window meets Gone Girl, in this exceptional and startling psychological thriller 'Gripping, enthralling - a top-notch thriller and a compulsive read' S J WATSON, bestselling author of Before I Go To Sleep Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She's even started to feel like she knows the people who live in one of the houses. 'Jess and Jason', she calls them. Their life - as she sees it - is perfect. If only Rachel could be that happy. And then she sees something shocking. It's only a minute until the train moves on, but it's enough. Now everything's changed. Now Rachel has a chance to become a part of the lives she's only watched from afar. Now they'll see; she's much more than just the girl on the train...","'9780857522313","Doubleday"
"Thursday Murder Club, The","Osman, Richard","260.0","Fiction / General / Fiction / Humorous / General / Fiction / Literary / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Traditional / Fiction / Mystery & Detective / Women Sleuths / Fiction / Mystery & Detective / Cozy / General / Fiction / Mystery & Detective / Amateur Sleuth / Fiction / Thrillers / Crime / Fiction / Family Life / General / Fiction / Crime / Fiction / Humorous / Black Humor / Fiction / Small Town & Rural / Fiction / Friendship","","","","","","Krimi. In a peaceful retirement village, four unlikely friends meet up once a week to investigate unsolved killings. But when a local property developer shows up dead, 'The Thursday Murder Club' find themselves in the middle of their first live case. The four friends, Elizabeth, Joyce, Ibrahim and Ron, might be octogenarians, but they still have a few tricks up their sleeves. Can our unorthodox but brilliant gang catch the killer, before it's too late?","'9780241425442","Viking"
"Go Set a Watchman","Lee, Harper","250.0","Fiction / Classics","","","","","","From Harper Lee comes a landmark new novel set two decades after her beloved Pulitzer Prize-winning masterpiece, To Kill a Mockingbird. Maycomb, Alabama. Twenty-six-year-old Jean Louise Finch - `Scout' - returns home from New York City to visit her ageing father, Atticus. Set against the backdrop of the civil rights tensions and political turmoil that were transforming the South, Jean Louise's homecoming turns bittersweet when she learns disturbing truths about her close-knit family, the town and the people dearest to her. Memories from her childhood flood back, and her values and assumptions are thrown into doubt. Featuring many of the iconic characters from To Kill a Mockingbird, Go Set a Watchman perfectly captures a young woman, and a world, in painful yet necessary transition out of the illusions of the past - a journey that can be guided only by one's own conscience. Written in the mid-1950s, Go Set a Watchman imparts a fuller, richer understanding and appreciation of Harper Lee. Here is an unforgettable novel of wisdom, humanity, passion, humour and effortless precision - a profoundly affecting work of art that is both wonderfully evocative of another era and relevant to our own times. It not only confirms the enduring brilliance of To Kill a Mockingbird, but also serves as its essential companion, adding depth, context and new meaning to a classic.","'9781785150289","William Heinemann"
"Girl, Forgotten","Slaughter, Karin","450.0","Fiction / Mystery & Detective / Women Sleuths / Fiction / Mystery & Detective / Amateur Sleuth / Fiction / Mystery & Detective / Cozy / Paranormal / Fiction / Psychological / Fiction / Thrillers / Suspense / Fiction / Thrillers / Crime / Fiction / Thrillers / Psychological / Fiction / Crime","","","","","","""It's Slaughter's prodigious gifts of characterization that make her stand out among thriller writers."" -- Washington Post ""If you're into mystery thrillers, then you're into Karin Slaughter."" -- theSkimm The new electrifying thriller from New York Times bestselling author Karin Slaughter!","'9780062858115","HarperCollinsPublishers"
"Clockmaker's Daughter, The","Morton, Kate","250.0","Fiction / Historical / General / Fiction / Literary / Fiction / Mystery & Detective / Historical / Fiction / Romance / Historical / General / Fiction / Romance / Historical / Victorian / Fiction / Women","","","","","","A story of murder, mystery and thievery, of art, love and loss. And flowing through its pages like a river, is the voice of a woman who stands outside time, whose name has been forgotten by history, but who has watched it all unfold: Birdie Bell, the clockmaker's daughter","'9780230759282","Mantle"
"Magpie","Day, Elizabeth","350.0","Fiction / Thrillers / Suspense / Fiction / Thrillers / Domestic / Fiction / Women","","","","","","When their new lodger, Kate, becomes obsessed with her, her husband, and the baby they are desperately trying to conceive, Marisa must find out who Kate really is before she loses everything she's worked so hard to create--her perfect romance, her perfect family, and her perfect self.","'9781982187606","Simon and Schuster"
"Russian roulete","Horowitz, Anthony","99.0","Assassins","","","","","","","'9781406364934","Walker Books Limited"
"Blood Card, The","Griffiths, Elly","99.0","Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Historical / Fiction / Mystery & Detective / Cozy / General / Fiction / Crime","","","","","","On the eve of the Queen's coronation, DI Stephens and Max Mephisto uncover an anarchist plot and a ticking bomb at the same time as solving the murder of a man close to them - from the author of the bestselling Dr Ruth Galloway mysteries. 'Mixes cosiness and sharpness in a way that recalls the best of Agatha Christie' Sunday Express (on Smoke and Mirrors) Elizabeth II's coronation is looming, but the murder of their wartime commander, Colonel Cartwright, spoils the happy mood for DI Edgar Stephens and magician Max Mephisto. A playbill featuring another deceased comrade is found in Colonel Cartwright's possession, and a playing card, the ace of hearts: the blood card. The wartime connection and the suggestion of magic are for Stephens and Mephisto to be summoned to the case. Edgar's ongoing investigation into the death of Brighton fortune-teller Madame Zabini is put on hold. Max is busy rehearsing for a spectacular Coronation Day variety show - and his television debut - so it's Edgar who is sent to New York, a land of plenty worlds away from still-rationed England. He's on the trail of a small-town mesmerist who may provide the key, but someone silences him first. It's Edgar's colleague, DS Emma Holmes, who finds the clue, buried in the files of the Zabini case, that leads them to an anarchist group intent on providing an explosive finale to Coronation Day. Now it's up to Edgar, Max and Emma to foil the plot, and find out who it is who's been dealing the cards . . .","'9781784296704","Quercus"
"Dead Until Dark","Harris, Charlaine","99.0","Fiction / Fantasy / General / Fiction / Fantasy / Contemporary / Fiction / Mystery & Detective / Women Sleuths / Fiction / Occult & Supernatural / Fiction / Southern","","","","","","Sookie Stackhouse is just a small-time cocktail waitress in small-town Louisiana who doesn't get out much - until the vampire of her dreams walks into her life. He's exactly the type of guy she's been waiting for. But Bill has a disability - he's a vampire with a bad reputation, and when a string of murders hits the town, along with a gang of truly nasty vampires looking for Bill - Sookie wonders if having an undead boyfriend is such a bright idea.","'9780575089365","Gollancz"
"Dangerous Crossing","Rhys, Rachel","99.0","Fiction / General / Fiction / Historical / General / Fiction / Historical / 20th Century / General / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Women Sleuths / Fiction / Mystery & Detective / Historical / Fiction / Psychological / Fiction / Romance / Historical / General / Fiction / Romance / Historical / 20th Century / Fiction / Thrillers / Historical / Fiction / Coming of Age / Fiction / Women / Fiction / Crime","","","","","","1939. Lily Shepherd boards an ocean liner in Essex, bound for Australia. She is ready to start anew, leaving behind the shadows in her past. Nights provide live music, cocktails, and fancy dress balls; days include stops at exotic locations. Lily allows herself to hope for a future with a man who seems to return her feelings. But Lily is not the only one hiding secrets, and as the glamour of the voyage fades, the stage is set for something sinister to occur.","'9781784162597","Simon & Schuster, Incorporated"
"Second Life","Watson, S. J.","150.0","Fiction / Literary / Fiction / Mystery & Detective / General / Fiction / Thrillers / Suspense / Fiction / Thrillers / Psychological / Fiction / Women / Fiction / Family Life / Marriage & Divorce / Fiction / Urban & Street Lit / Fiction / Crime / Fiction / Noir / Fiction / City Life","","","","","","She loves her husband. She's obsessed by a stranger. She's a devoted mother. She's prepared to lose everything. She knows what she's doing. She's out of control. She's innocent. She's guilty as sin. She's living two lives. She might lose both.","'9781784161644","Black Swan"
"Girl Upstairs, The","Lees, Georgina","140.0","Fiction / Mystery & Detective / General / Fiction / Thrillers / Suspense / Fiction / Thrillers / Psychological / Fiction / Thrillers / Domestic / Fiction / Family Life / Marriage & Divorce","","","","","","*Don't miss The Lost Wife - the brand new jaw-dropping thriller from Georgina Lees*'Compelling, heartbreaking and beautifully written. This superb thriller will stay in my mind for a very long time' B P Walter, Sunday Times-bestselling author of The Dinner Guest How well do you know your neighbour? Would you trust them with your life? I heard Emily before I saw her. The harsh smack of heels against cheap wooden floorboards. The loud phone calls. The incessant music. I knew Emily before I met her. Discarded receipts in our communal hallway. Sticky leftovers in the shared food waste bin. Wine shop vouchers in the letterbox. Now she's gone missing, and I'm the only one who can find her. The only one who can save her. Because I know her best, and I heard everything. The Girl Upstairs is a spine-tingling psychological thriller of grief and obsession that explores how lonely London can be and how sometimes it's our neighbours who see us most, who know us best... A must-read for fans of Lisa Jewell and Sarah Pinborough. What readers are saying: 'I am still at a loss for words. I have been chasing that Gone Girl high for so long when I read thrillers, and this one finally hit the mark' Amber, NetGalley 'WOW!!! I. COULD. NOT. PUT. THIS. DOWN. I read it all in ONE sitting! It was amazing! The storyline was captivating and engrossing while the main characters, Suzie and Emily, were so well written and interesting that I couldn't get enough of them... Bravo!!' Yamil, NetGalley 'This book has the best details of any I have read this year!' Connie, NetGalley 'This was creepy AF and kept me guessing the entire time. Definitely not a predictable thriller and so many twists and turns' Lisa, NetGalley 'What a thrilling book! I was fascinated by the characters and twisting storyline. Lost a lot of sleep over it' Anu, NetGalley 'The creeping dread that became all-encompassing throughout this book was incredibly well done ... will have you gripped from the first page!' Lucy, NetGalley 'This book was a page-turner from beginning to end' Mandy, NetGalley","'9780008485429","HarperCollins Publishers Limited"
"Far from the Madding Crowd","Hardy, Thomas","170.0","Fiction / Classics / Fiction / Literary / Fiction / Romance / General","","","","","","Tells the story of Bathsheba Everdene, who must choose among three suitors in Wessex in the 1840s.","'9781853260674","Wordsworth Editions"
"Snowman, The","Nesbø, Jo","140.0","Fiction / Mystery & Detective / General / Literary Criticism / European / German","","","","","","The night the first snow falls a young boy wakes to find his mother gone. He walks through the silent house, but finds only wet footprints on the stairs. In the garden looms a solitary figure: a snowman bathed in cold moonlight, its black eyes glaring up at the bedroom windows. Round its neck is his mother's pink scarf.","'9780099520276","Vintage"
"Full Cupboard of Life, The","Smith, Alexander McCall","89.0","Botswana","","","","","","Mma Ramotswe, who became engaged to Mr J.L.B. Matekoni at the end of the first book, is still engaged. She wonders when a day for the wedding will be named, but she is anxious to avoid putting too much pressure on her fiance. For indeed he has other things on his mind - notably a frightening request made of him by Mma Potokwani, pushy matron of the Orphan Farm. Mma Ramotswe herself has weighty matters on her mind. She has been approached by a wealthy lady - whose fortune comes from successful hair-braiding salons - and has been asked to check up on several suitors. Are these men just interested in her money? This may be difficult to find out, but Mma Ramotswe is, of course, a very intuitive lady . . .","'9780349117256","Abacus"
